text,SNAP,Medicaid,Section8_Housing,TANF,LIHEAP,household_income_pct_fpl,housing_status,citizenship_status,has_dependent_children,has_utility_bills
I am a full-time caregiver for my father and have no outside income. I am currently renting an apartment for $1076 per month. I share an apartment with a roommate. I have a chronic condition (depression) that requires regular medication.,0,0,0,0,0,208,owned,citizen,False,False
I receive disability benefits of $576 per month and cannot work. I am currently renting an apartment for $772 per month. I have 4 children ages 15. I am pregnant and currently uninsured. I am behind on my heating bills by $521.,1,1,1,1,1,48,unhoused,citizen,True,True
I am a full-time caregiver for my father and have no outside income. I am currently renting an apartment for $1474 per month. I live with my spouse and 1 children. I have no health insurance. I do not have legal immigration status.,0,0,1,0,0,28,renting,undocumented,True,False
"I am a student and work part-time, earning around $468 a month. I am renting a room in a shared house for $1320 per month. I am caring for my elderly mother who lives with me. I have a chronic condition (diabetes) that requires regular medication. I struggle every month to pay my utility bills on time. I am a legal permanent resident and have been in the US for over 5 years.",1,1,1,0,1,39,renting,qualified_alien,True,True
I work part-time at a grocery store earning about $1608 per month. I own my home but am struggling to keep up with the mortgage. I live with my spouse and 4 children. I have a chronic condition (asthma) that requires regular medication. I received a shutoff notice for my gas service.,0,1,0,0,1,134,renting,citizen,True,True
"I work 25 hours a week at restaurant, making $2700 monthly. I am staying with family temporarily as I cannot afford my own place. I live alone. I am pregnant and currently uninsured. I do not have legal immigration status.",0,0,0,0,0,225,renting,undocumented,False,False
I recently lost my job at Target due to layoffs. I am renting a room in a shared house for $973 per month. I am a single parent with 4 kids. I am pregnant and currently uninsured. I am behind on my heating bills by $384. I do not have legal immigration status.,0,0,0,0,0,175,staying_with_family,undocumented,True,True
I am currently unemployed and have been looking for work for 8 months. I am renting a room in a shared house for $1682 per month. I live with my partner. I have a chronic condition (arthritis) that requires regular medication. I received a shutoff notice for my gas service.,0,0,0,0,0,155,staying_with_family,citizen,False,True
"I am self-employed doing handyman work, my income varies month to month. I am staying with family temporarily as I cannot afford my own place. I am a single parent with 2 kids. My child has asthma and needs ongoing medical care. My electricity bill has been very high this winter, around $586 per month. I am a legal permanent resident and have been in the US for over 5 years.",1,1,0,0,1,124,owned,qualified_alien,True,True
I recently lost my job at a small business due to layoffs. I have been unhoused for 7 months and am staying in a shelter. I live alone. My child has asthma and needs ongoing medical care. My utility bills take up a large portion of my income.,1,1,0,0,1,107,owned,citizen,False,True
I am a full-time caregiver for my mother and have no outside income. I am currently renting an apartment for $758 per month. I live with my partner. I have a chronic condition (hypertension) that requires regular medication.,0,0,0,0,0,158,staying_with_family,citizen,False,False
I receive disability benefits of $1968 per month and cannot work. I am currently renting an apartment for $930 per month. I live alone. I have no health insurance. I received a shutoff notice for my gas service.,0,0,0,0,0,164,staying_with_family,citizen,False,True
"I am a student and work part-time, earning around $3180 a month. I recently became homeless after my landlord evicted me. I am a single parent with 1 kids. My child has hypertension and needs ongoing medical care. My electricity bill has been very high this winter, around $283 per month.",0,0,0,0,0,265,owned,citizen,True,True
"I am self-employed doing food delivery work, my income varies month to month. I recently became homeless after my landlord evicted me. I live alone. I have a chronic condition (asthma) that requires regular medication. I am a legal permanent resident and have been in the US for over 5 years.",1,1,0,0,0,122,owned,qualified_alien,True,False
I work part-time at a retail shop earning about $4368 per month. I recently became homeless after my landlord evicted me. I share an apartment with a roommate. I have no health insurance.,0,0,0,0,0,364,unhoused,citizen,False,False
I work part-time at a retail shop earning about $3156 per month. I own my home but am struggling to keep up with the mortgage. I live with my partner. I have no health insurance. My utility bills take up a large portion of my income. I do not have legal immigration status.,0,0,0,0,0,263,owned,undocumented,False,True
I receive disability benefits of $312 per month and cannot work. I am staying with family temporarily as I cannot afford my own place. I live alone. I have no health insurance.,1,1,1,0,0,26,unhoused,citizen,False,False
"I work 15 hours a week at cleaning service, making $1968 monthly. I am currently renting an apartment for $738 per month. I live alone. I have a chronic condition (hypertension) that requires regular medication. I am behind on my heating bills by $281.",0,0,0,0,0,164,unhoused,citizen,False,True
"I work 20 hours a week at restaurant, making $3096 monthly. I am renting a room in a shared house for $1159 per month. I am a single parent with 4 kids. I am pregnant and currently uninsured. I am behind on my heating bills by $453.",0,0,0,0,0,258,unhoused,citizen,True,True
